OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
3479,2020,LEXUS,,Automobile,WHI,,Monday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,7/14/2020 5:00:00 AM,7/13/2020 5:00:00 AM,2020,"KILSPINDIE RIDGE, LOCHHOUSE WALK",West,5050141.04,Evening,David Hill,400,2100,366651.3467,5012783.6625
3480,2019,LEXUS,,Suv,WHI,55000,Monday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/14/2020 5:00:00 AM,7/13/2020 5:00:00 AM,2020,"DONALD ST, EVE ST",Central,5050013.00,Afternoon,Rawlson King,1700,1700,370919.4059,5032337.9857
3481,,,,Other,BLKRED,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,7/15/2020 5:00:00 AM,7/14/2020 5:00:00 AM,2020,"KIRKWOOD AVE, SEBRING AVE",Central,5050033.02,Afternoon,Jeff Leiper,1000,1400,364214.8563,5027638.079
3482,2009,HYUNDAI,SANTA FE,Automobile,GRY,,Thursday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,7/16/2020 5:00:00 AM,7/16/2020 5:00:00 AM,2020,"LAVAL ST, LOYER ST",Central,5050104.00,Morning,Stéphanie Plante,1300,1000,369411.8988,5033567.5903
3483,,,,Other,,45000,Thursday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,7/17/2020 5:00:00 AM,7/16/2020 5:00:00 AM,2020,"BATTERSEA CRES, EARLTON PRIV",West,5050160.15,Afternoon,Cathy Curry,1100,1600,349217.0671,5019679.7543
3484,2006,DODGE,DURANGO,Suv,SIL,,Thursday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,7/17/2020 5:00:00 AM,7/16/2020 5:00:00 AM,2020,,East,5050062.02,Evening,Rawlson King,1400,2300,371337.8996,5035659.6058
3485,2007,GENERAL MOTORS CORP.,,Truck,GRY,,Friday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/18/2020 5:00:00 AM,7/17/2020 5:00:00 AM,2020,"PRESLAND RD, WHITTON CRES W",Central,5050013.00,Evening,Rawlson King,700,2100,370737.9076,5031786.5714
3486,,,,Other,BLKWHI,,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,7/18/2020 5:00:00 AM,7/16/2020 5:00:00 AM,2020,"KENT ST, SOMERSET ST",Central,5050040.00,Evening,Ariel Troster,1100,2300,367529.3705,5030815.9874
3487,,,,Atv (4 Wheeler),,,Saturday,Y,Cumberland,Ward 1 - Orléans East-Cumberland,Sector 37,7/18/2020 5:00:00 AM,7/18/2020 5:00:00 AM,2020,"SEQUOIA DR, JONQUILLE WAY, MARRONNIER CRT",East,5050171.06,Evening,Matthew Luloff,200,2100,386920.953,5040468.5723
3488,2015,LEXUS,GS300,Automobile,WHI,,Saturday,N,Billings Bridge - Alta Vista,Ward 17 - Capital,Sector 34,7/19/2020 5:00:00 AM,7/18/2020 5:00:00 AM,2020,"TRAVERSE DR, YARMOUTH CRES N",East,5050004.00,Morning,Shawn Menard,1500,900,369971.9135,5026262.5274
3489,1999,DODGE,RAM 1500 PU,Truck,RED,,Monday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,7/21/2020 5:00:00 AM,7/20/2020 5:00:00 AM,2020,"CODY AVE, LEVIS AVE",Central,5050101.00,Evening,Stéphanie Plante,700,1900,370317.9036,5033061.5831
3490,2020,,,Other,BLKRED,,Tuesday,N,Crystal Bay - Lakeview Park,Ward 7 - Bay,Sector 14,7/21/2020 5:00:00 AM,7/21/2020 5:00:00 AM,2020,"CONNISTON AVE, GAYNOR PL",West,5050139.00,Afternoon,Theresa Kavanagh,1500,1300,356873.8505,5023627.5033
3491,2012,KIA MOTORS CORPORATION,,Suv,BLK,,Wednesday,Y,Woodroffe - Lincoln Heights,Ward 7 - Bay,Sector 14,7/22/2020 5:00:00 AM,7/22/2020 5:00:00 AM,2020,"DOMINION AVE, TAY ST",West,5050032.02,Afternoon,Theresa Kavanagh,1900,1300,362821.4466,5028138.2552
3492,2018,LEXUS,RX300,Suv,DBLU,,Tuesday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,7/22/2020 5:00:00 AM,7/21/2020 5:00:00 AM,2020,"GEORGINA DR, WINNINGTON AVE",West,5050025.00,Evening,Theresa Kavanagh,1100,2200,361800.8768,5025326.5198
3493,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,4000,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/22/2020 5:00:00 AM,7/22/2020 5:00:00 AM,2020,"NEPEAN ST, BANK ST",Central,5050038.00,Morning,Ariel Troster,700,700,367563.7272,5031133.0582
3494,2014,LINCOLN-CONTINENTAL,MKX,Suv,BLK,25000,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/22/2020 5:00:00 AM,7/13/2020 5:00:00 AM,2020,"DORIMA ST, RENAISSANCE DR",East,5050171.07,Afternoon,Catherine Kitts,700,1600,384370.6224,5036193.7872
3495,,,,Other,,,Saturday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,7/22/2020 5:00:00 AM,7/18/2020 5:00:00 AM,2020,"FARRELL ST, ST. STEPHEN'S ST",West,5050028.00,Afternoon,Theresa Kavanagh,1400,1600,360074.287,5024016.7371
3496,2011,INFINITI,G35,Automobile,BLK,,Thursday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,7/23/2020 5:00:00 AM,7/23/2020 5:00:00 AM,2020,"DUMAURIER AVE, RAMSEY CRES N",West,5050028.00,Night,Theresa Kavanagh,1900,100,360219.125,5023566.3183
3497,,,,Other,BLKBLU,,Tuesday,N,Centretown,Ward 14 - Somerset,Sector 23,7/23/2020 5:00:00 AM,7/21/2020 5:00:00 AM,2020,"LYON ST N, SOMERSET ST",Central,5050040.00,Evening,Ariel Troster,1000,2100,367367.356,5030717.8185
3498,2013,CHEVROLET,CRUZE,Automobile,GRY,,Monday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,7/23/2020 5:00:00 AM,7/20/2020 5:00:00 AM,2020,"MCARTHUR AVE, EGLISE, RUE DE L, MOORVALE ST",Central,5050012.00,Evening,Rawlson King,800,1900,371445.9083,5032823.5793
3499,2018,LEXUS,,Suv,GRY,,Thursday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/24/2020 5:00:00 AM,7/23/2020 5:00:00 AM,2020,"SUMMERWIND CRES, WINDHURST DR N",West,5050141.18,Evening,Wilson Lo,1700,2200,366080.8928,5015962.4432
3500,2018,LEXUS,,Automobile,BLK,,Thursday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/24/2020 5:00:00 AM,7/23/2020 5:00:00 AM,2020,"STONEWAY DR W, WINDHURST DR W",West,5050141.18,Evening,Wilson Lo,600,2200,366045.8928,5016026.4443
3501,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,BLU,,Thursday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,7/25/2020 5:00:00 AM,7/23/2020 5:00:00 AM,2020,"BLOHM DR, ESSON ST",East,5050001.07,Morning,Jessica Bradley,900,900,374373.1703,5026175.0431
3502,2008,NISSAN,MAXIMA,Automobile,BLK,,Monday,Y,West Centertown,Ward 14 - Somerset,Sector 22,7/27/2020 5:00:00 AM,7/27/2020 5:00:00 AM,2020,"ABERDEEN ST, ROCHESTER ST",Central,5050035.00,Morning,Ariel Troster,200,1100,366825.6257,5029413.8137
3503,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Monday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,7/27/2020 5:00:00 AM,7/27/2020 5:00:00 AM,2020,"SHINLEAF CRES, TOURNESOLS, COUR DES",East,5050125.10,Morning,Catherine Kitts,700,700,382159.1545,5033314.3471
3504,2017,LEXUS,,Suv,WHI,,Monday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,7/27/2020 5:00:00 AM,7/27/2020 5:00:00 AM,2020,"SHINLEAF CRES, TOURNESOLS, COUR DES",East,5050125.10,Morning,Catherine Kitts,800,800,382159.1545,5033314.3471
3505,2005,MERCEDES-BENZ,,Automobile,BLK,,Wednesday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,7/29/2020 5:00:00 AM,7/29/2020 5:00:00 AM,2020,"BRIDGESTONE DR, WINDWAYS CRES E",West,5050161.06,Morning,Allan Hubley,1100,1100,355105.6746,5015520.4697
3506,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,50000,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/29/2020 5:00:00 AM,7/29/2020 5:00:00 AM,2020,"LOUIS TOSCANO DR, CROWBERRY ST",East,5050171.15,Morning,Catherine Kitts,600,600,384411.6073,5035214.6495
3507,,DODGE,CARAVAN,Van,GRY,,Tuesday,N,Britannia Village,Ward 7 - Bay,Sector 14,7/29/2020 5:00:00 AM,7/28/2020 5:00:00 AM,2020,"RIGA PRIV, RITCHIE ST",West,5050029.00,Evening,Theresa Kavanagh,1900,1800,359555.6832,5024437.9211
3508,,,,Motorcycle,BLK,,Saturday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/29/2020 5:00:00 AM,7/25/2020 5:00:00 AM,2020,"ROSE ST, ST. ANDREW ST",Central,5050056.00,Afternoon,Stéphanie Plante,1100,1500,368331.8959,5033059.5863
3509,,LEXUS,,Suv,GRY,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/29/2020 5:00:00 AM,7/29/2020 5:00:00 AM,2020,"SOUTHFIELD WAY, ST. ALEXI WALK",East,5050171.11,Morning,Catherine Kitts,900,900,384720.5921,5034812.5224
3510,2019,LINCOLN-CONTINENTAL,,Automobile,BLU,,Wednesday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,7/30/2020 5:00:00 AM,7/29/2020 5:00:00 AM,2020,"BEECHGROVE GDN, CYPRESS GDN",West,5050151.06,Evening,Glen Gower,,2300,349974.7774,5012793.4164
3511,2018,HYUNDAI,TUCSON,Suv,WHI,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/30/2020 5:00:00 AM,7/30/2020 5:00:00 AM,2020,"BUCKNELL DR, DEVONWOOD CIRC",East,5050126.07,,Steve Desroches,600,,375572.9184,5020551.5542
3512,2015,DODGE,RAM 1500 VAN,Truck,BLK,,Thursday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,7/30/2020 5:00:00 AM,7/30/2020 5:00:00 AM,2020,"LEETOM CRES, TRIPP CRES N",West,5050140.07,Night,David Hill,1100,500,363044.8752,5016327.4433
3513,2012,AUDI,Q7,Suv,BLU,,Thursday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,7/30/2020 5:00:00 AM,7/30/2020 5:00:00 AM,2020,"KILBORN AVE, PLAYFAIR DR",East,5050007.03,Morning,Marty Carr,1300,1000,371462.9172,5027871.5391
3514,,HYUNDAI,ELANTRA,Automobile,BLU,,Saturday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,8/1/2020 5:00:00 AM,8/1/2020 5:00:00 AM,2020,"MEADOWLANDS DR, VIEWMOUNT DR",West,5050134.00,Evening,Laine Johnson,1900,1900,363740.5272,5023103.3024
3515,2010,HINO,,Automobile,WHI,5000,Tuesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/4/2020 5:00:00 AM,8/4/2020 5:00:00 AM,2020,"BLACKWELL ST, HUMBER PL",East,5050011.01,Evening,Marty Carr,200,2000,374658.9277,5029475.5447
3516,,,,Other,BLK,2700,Wednesday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/4/2020 5:00:00 AM,7/29/2020 5:00:00 AM,2020,"BEAUSOLEIL DR,BARBER ST",Central,5050056.00,Afternoon,Stéphanie Plante,1000,1300,368601.8978,5032845.5843
3517,,,,Motorcycle,DGRN,,Wednesday,N,Crestview - Meadowlands,Ward 8 - College,Sector 17,8/5/2020 5:00:00 AM,8/5/2020 5:00:00 AM,2020,"WOLMSLEY CRES, RIDGEPARK PRIV",West,5050134.00,Afternoon,Laine Johnson,1800,1600,364829.9332,5023089.536
3518,,,,Other,,,Thursday,N,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,8/6/2020 5:00:00 AM,8/6/2020 5:00:00 AM,2020,"GRANT ST, MCCORMICK ST",Central,5050046.00,Afternoon,Jeff Leiper,1700,1700,365289.8915,5029429.556
3519,,,,Other,,2500,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/6/2020 5:00:00 AM,8/2/2020 5:00:00 AM,2020,"EARL MULLIGAN DR, SHANDON AVE",West,5050141.16,Afternoon,Wilson Lo,1400,1700,364963.8881,5017341.454
3520,2013,DODGE,,Van,BLK,,Friday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/7/2020 5:00:00 AM,8/7/2020 5:00:00 AM,2020,"DUTCHMANS WAY, RIVER MIST RD, SONG SPARROW ST",West,5050141.25,Afternoon,David Hill,1700,1700,364639.0688,5012126.8962
3521,2016,NISSAN,ROGUE,Automobile,SIL,16500,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/7/2020 5:00:00 AM,8/7/2020 5:00:00 AM,2020,"DESCARTES ST,MARTELLO DR",East,5050171.14,Morning,Catherine Kitts,900,900,385893.0648,5035716.6813
3522,2009,LEXUS,RX300,Automobile,GRY,,Saturday,N,Centretown,Ward 14 - Somerset,Sector 23,8/8/2020 5:00:00 AM,8/8/2020 5:00:00 AM,2020,"BAY ST, GLADSTONE AVE",Central,5050039.00,Night,Ariel Troster,0,0,367463.582,5030286.8689
3523,2020,HYUNDAI,ELANTRA,Automobile,GRY,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/8/2020 5:00:00 AM,8/6/2020 5:00:00 AM,2020,"AUGUSTA ST, RIDEAU ST",Central,5050053.00,,Stéphanie Plante,1400,,369013.003,5032716.2543
3524,2005,TOYOCAR VAN CONTAINER TRAILER,,Atv (4 Wheeler),GRY,,Saturday,Y,Britannia Village,Ward 7 - Bay,Sector 14,8/8/2020 5:00:00 AM,8/8/2020 5:00:00 AM,2020,"ASSALY RD, REGINA LANE",West,5050030.00,Afternoon,Theresa Kavanagh,1300,1300,360690.9691,5025565.5217
3525,2017,FORD,SPECIAL,Automobile,GRY,15000,Sunday,Y,Island Park,Ward 15 - Kitchissippi,Sector 21,8/9/2020 5:00:00 AM,8/9/2020 5:00:00 AM,2020,"HARMER AVE, WELLINGTON ST",Central,5050045.01,Evening,Jeff Leiper,200,2100,364775.9103,5029097.2522
3526,1968,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,NEWPORT,Automobile,BLU,,Friday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/10/2020 5:00:00 AM,8/7/2020 5:00:00 AM,2020,"KIRKWOOD AVE,IONA ST",Central,5050033.02,Afternoon,Jeff Leiper,1200,1400,363996.1566,5028137.0581
3527,2019,LEXUS,,Suv,,62000,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/11/2020 5:00:00 AM,8/10/2020 5:00:00 AM,2020,"WINDCHIME CRES, WINDHURST DR",West,5050141.18,Evening,Wilson Lo,700,2100,366369.8947,5015944.4432
3528,2017,LEXUS,,Suv,WHI,40000,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/11/2020 5:00:00 AM,8/10/2020 5:00:00 AM,2020,"STONEPOINTE AVE, STONEPOINTE AVE",West,5050141.18,Evening,Wilson Lo,800,2200,366328.8938,5016081.4454
3529,,,,Motorcycle,BLU,,Wednesday,N,Woodroffe - Lincoln Heights,Ward 7 - Bay,Sector 14,8/12/2020 5:00:00 AM,8/12/2020 5:00:00 AM,2020,"AMBLESIDE DR, MCEWEN AVE",West,5050031.00,Afternoon,Theresa Kavanagh,1600,1500,361031.0296,5025990.1465
3530,2004,MERCEDES-BENZ,,Automobile,SIL,,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/13/2020 5:00:00 AM,8/13/2020 5:00:00 AM,2020,"MASONBROOK ST, WOODPARK WAY",West,5050141.16,Night,Wilson Lo,100,100,365184.8888,5017039.4521
3531,,,,Motorcycle,BLK,,Thursday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/13/2020 5:00:00 AM,8/13/2020 5:00:00 AM,2020,"NELSON ST, RIDEAU ST",Central,5050053.00,Evening,Stéphanie Plante,1800,1800,368651.174,5032497.9464
3532,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Wednesday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/13/2020 5:00:00 AM,8/12/2020 5:00:00 AM,2020,"CAHILL DR, SOUTHGATE RD",East,5050001.04,Afternoon,Jessica Bradley,1000,1700,371432.3168,5024419.1608
3533,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Friday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/14/2020 5:00:00 AM,8/14/2020 5:00:00 AM,2020,"ST. LAURENT BLVD, ST. LAURENT BLVD SERVICE",East,5050010.00,Morning,Marty Carr,700,700,373498.924,5029148.5448
3534,2006,HYUNDAI,SONATA,Automobile,BLU,,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,8/14/2020 5:00:00 AM,8/14/2020 5:00:00 AM,2020,"SOUTH ST, THIRD ST",East,5050170.10,Evening,Matthew Luloff,200,2300,383527.9385,5039090.5817
3535,2010,FORD,,Automobile,GRY,,Friday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/14/2020 5:00:00 AM,8/14/2020 5:00:00 AM,2020,"INDUSTRIAL AVE, TRAINYARDS DR",East,5050011.01,Afternoon,Marty Carr,1900,1400,371686.1474,5030538.4745
3536,,,,Motorcycle,BLU,,Sunday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,8/16/2020 5:00:00 AM,8/16/2020 5:00:00 AM,2020,"CUMBERLAND ST, ST. PATRICK ST",Central,5050054.00,Morning,Stéphanie Plante,1400,1100,368128.896,5032747.5844
3537,2017,NISSAN,,Automobile,BLK,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/16/2020 5:00:00 AM,8/16/2020 5:00:00 AM,2020,"BAY ST, GLOUCESTER ST",Central,5050040.00,Evening,Ariel Troster,1900,1800,367074.8961,5030932.5686
3538,2006,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,BLU,5500,Monday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,8/17/2020 5:00:00 AM,8/17/2020 5:00:00 AM,2020,"GREENWICH AVE, MILLBROOK CRES",West,5050132.00,Night,Sean Devine,800,0,366075.8972,5025175.5197
3539,2015,CHEVROLET,CRUZE,Automobile,GRY,,Sunday,Y,Riverside Park,Ward 16 - River,Sector 34,8/18/2020 5:00:00 AM,8/16/2020 5:00:00 AM,2020,"RIVERSIDE DR, BROOKFIELD RD, HOG'S BACK RD",East,5050003.00,Evening,Riley Brockington,1700,2000,368167.9057,5026221.5285
3540,2006,MAZDA,TRIBUTE,Suv,BLU,,Wednesday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/19/2020 5:00:00 AM,8/12/2020 5:00:00 AM,2020,"WESSEX RD, GLACIER ST",West,5050140.05,Evening,David Hill,1100,2100,363464.8762,5015142.4325
3541,2008,CHEVROLET,UPLANDER,Van,GRY,,Tuesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/19/2020 5:00:00 AM,5/19/2020 5:00:00 AM,2020,"MURRAY ST, NELSON ST",Central,5050056.00,Morning,Stéphanie Plante,1100,1100,368436.897,5032842.5843
3542,2008,MITSUBISHI,,Automobile,GRY,,Wednesday,Y,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,8/19/2020 5:00:00 AM,8/19/2020 5:00:00 AM,2020,"LORRY GREENBERG DR, GREENBORO COMMUNITY CENTRE/75 N OF LORRY GREENBERG",East,5050001.05,Afternoon,Jessica Bradley,1500,1500,372593.106,5025135.1595
3543,,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,SIL,,Monday,Y,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,8/19/2020 5:00:00 AM,8/10/2020 5:00:00 AM,2020,"CAESAR AVE, CLEOPATRA DR",West,5050130.01,Morning,Sean Devine,1600,900,365524.6859,5021003.0438
3544,,,,Other,BLK,,Wednesday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,8/20/2020 5:00:00 AM,8/19/2020 5:00:00 AM,2020,"BANTREE ST, NEWMARKET ST",East,5050011.01,Afternoon,Marty Carr,1700,1600,373673.9218,5030480.5545
3545,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Thursday,N,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,8/21/2020 5:00:00 AM,8/20/2020 5:00:00 AM,2020,"HOMESTEAD ST, VALLEY RIDGE ST CENTRAL",West,5050131.01,Evening,Sean Devine,1200,2300,366971.9965,5023794.48
3546,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Thursday,N,Crestview - Meadowlands,Ward 8 - College,Sector 17,8/21/2020 5:00:00 AM,8/20/2020 5:00:00 AM,2020,"NORICE ST, SULLIVAN AVE",West,5050134.00,Night,Laine Johnson,1100,100,363567.3803,5022599.1684
3547,,HYUNDAI,ACCENT,Automobile,WHI,,Thursday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,8/21/2020 5:00:00 AM,8/20/2020 5:00:00 AM,2020,"ROLLAND AVE, SANTA CRUZ PRIV W",East,5050011.04,Afternoon,Marty Carr,900,1700,370984.5154,5030356.7157
3548,2006,LINCOLN-CONTINENTAL,ZEPHYR,Automobile,BLU,,Friday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/21/2020 5:00:00 AM,8/21/2020 5:00:00 AM,2020,"MARNIE PRIV, MEAGHAN PRIV",East,5050001.07,Afternoon,Jessica Bradley,1300,1300,375045.5926,5026241.2102
3549,2013,HINO,,Automobile,DGR,,Thursday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/21/2020 5:00:00 AM,8/20/2020 5:00:00 AM,2020,"CLIFFORD PRIV, WELSH PRIV",East,5050001.08,Evening,Jessica Bradley,900,2100,373775.9299,5026286.5242
3550,2006,,,Motorcycle,REDSIL,,Friday,Y,Metcalfe,Ward 20 - Osgoode,Sector 36,8/22/2020 5:00:00 AM,8/21/2020 5:00:00 AM,2020,"BANK ST, STONE SCHOOL RD",East,5050190.02,Evening,George Darouze,1200,1900,382129.9718,5011520.4226
3551,1990,,,Motorcycle,BLU,,Friday,N,Osgoode,Ward 20 - Osgoode,Sector 36,8/22/2020 5:00:00 AM,8/21/2020 5:00:00 AM,2020,"LOYALIST ST, WAYNE ST",East,5050191.02,Morning,George Darouze,1200,1100,375499.9076,5000877.3236
3552,2010,KAWASAKI MOTORS CORP. / SNOJET,,Motorcycle,GRN,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/22/2020 5:00:00 AM,8/21/2020 5:00:00 AM,2020,"BANK ST, SOMERSET ST",Central,5050038.00,Evening,Ariel Troster,1200,2100,367698.6197,5030916.8101
3553,2011,FORD,EDGE,Automobile,GRY,,Friday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/22/2020 5:00:00 AM,8/21/2020 5:00:00 AM,2020,EGRET WAY:GRAND CANAL ST,West,5050141.25,Evening,David Hill,1100,2200,364426.3555,5012089.1348
3554,2017,MERCEDES-BENZ,,Automobile,BLK,,Sunday,Y,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,8/23/2020 5:00:00 AM,8/23/2020 5:00:00 AM,2020,"REVELSTOKE DR, RIVERSIDE DR",East,5050002.01,Evening,Riley Brockington,200,2200,368217.9067,5024422.5138
3555,2014,JEEP (1989 AND AFTER),,Automobile,BLK,10000,Sunday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/23/2020 5:00:00 AM,8/23/2020 5:00:00 AM,2020,"RUSSELL AVE, TEMPLETON ST",Central,5050051.00,Night,Stéphanie Plante,1200,300,369360.9028,5031685.5725
3556,2015,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,TOWN & COUNTRY,Van,RED,,Sunday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/24/2020 5:00:00 AM,8/23/2020 5:00:00 AM,2020,"LAURIER AVE, MARLBOROUGH AVE",Central,5050052.00,Evening,Stéphanie Plante,700,2300,369324.2958,5032388.5482
3557,2005,ACURA,,Automobile,BLU,,Monday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,8/24/2020 5:00:00 AM,2/24/2020 5:00:00 AM,2020,"BANK ST, SIEVERIGHT AVE",East,5050123.03,Afternoon,Jessica Bradley,1500,1500,372195.7651,5024134.3247
3558,2004,GENERAL MOTORS CORP.,SAVANNA VAN,Van,WHI,,Wednesday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/26/2020 5:00:00 AM,8/26/2020 5:00:00 AM,2020,"DESCHAMPS AVE, OLMSTEAD ST",Central,5050101.00,Morning,Stéphanie Plante,1100,1100,370239.3496,5033328.4703
3559,2019,MERCEDES-BENZ,,Automobile,WHI,,Monday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,8/27/2020 5:00:00 AM,8/10/2020 5:00:00 AM,2020,"CHESTERTON DR, MEADOWLANDS DR",West,5050132.00,Afternoon,Sean Devine,200,1200,365103.6531,5024006.8224
3560,2002,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,SIL,,Friday,Y,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/28/2020 5:00:00 AM,8/28/2020 5:00:00 AM,2020,"DONALD ST, ST. LAURENT BLVD",East,5050012.00,Night,Tim Tierney,100,100,372093.9112,5032471.5742
